seqname	start	end	strand	name	display_name	note
chrII	80376	80729	-	ATG8	<ATG8<	Component of autophagosomes and Cvt vesicles%3B undergoes conjugation to phosphatidylethanolamine (PE)%3B Atg8p-PE is anchored to membranes%2C is involved in phagophore expansion%2C and may mediate membrane fusion during autophagosome formation
chrII	80895	81326	+	YBL077W	>YBL077W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the verified gene ILS1%2FYBL076C
chrII	81041	84259	-	ILS1	<ILS1<	Cytoplasmic isoleucine-tRNA synthetase%2C target of the G1-specific inhibitor reveromycin A
chrII	84497	86446	-	SSA3	<SSA3<	ATPase involved in protein folding and the response to stress%3B plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation%3B member of the heat shock protein 70 (HSP70) family%3B localized to the cytoplasm
chrII	86720	87787	-	AAR2	<AAR2<	Component of the U5 snRNP%2C required for splicing of U3 precursors%3B originally described as a splicing factor specifically required for splicing pre-mRNA of the MATa1 cistron
chrII	87644	87955	+	YBL073W	>YBL073W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the essential gene AAR2%2FYBL074C
chrII	88516	89433	-	RPS8A	<RPS8A<	Protein component of the small (40S) ribosomal subunit%3B identical to Rps8Bp and has similarity to rat S8 ribosomal protein
chrII	89451	89549	-	YBL071C-B	<YBL071C-B<	Putative protein of unknown function%3B identified by gene-trapping%2C microarray-based expression analysis%2C and genome-wide homology searching
chrII	89971	90219	+	KTI11	>KTI11>	Zn-ribbon protein that co-purifies with Dph1 and Dph2 in a complex required for synthesis of diphthamide on translation factor eEF2 and with Elongator subunits Iki3p%2C Elp2p%2C and Elp3p involved in modification of wobble nucleosides in tRNAs
chrII	90216	90524	-	YBL071C	<YBL071C<	Dubious open reading frame%2C predicted protein contains a peroxisomal targeting signal
chrII	90598	90918	-	YBL070C	<YBL070C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data
chrII	90734	92023	+	AST1	>AST1>	Peripheral membrane protein that interacts with the plasma membrane ATPase Pma1p and has a role in its targeting to the plasma membrane%2C possibly by influencing its incorporation into lipid rafts
chrII	91787	92023	+	YBL068W-A	>YBL068W-A>	Dubious open reading frame unlikely to encode a protein%3B identified by fungal homology and RT-PCR
chrII	92407	93387	+	PRS4	>PRS4>	5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase%2C synthesizes PRPP%2C which is required for nucleotide%2C histidine%2C and tryptophan biosynthesis%3B one of five related enzymes%2C which are active as heteromultimeric complexes
chrII	93632	95875	-	UBP13	<UBP13<	Putative ubiquitin carboxyl-terminal hydrolase%2C ubiquitin-specific protease that cleaves ubiquitin-protein fusions
chrII	96662	100108	-	SEF1	<SEF1<	Putative transcription factor%2C has homolog in Kluyveromyces lactis
chrII	99956	100300	+	YBL065W	>YBL065W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps verified ORF SEF1%2FYBL066C%3B YBL065W is a non-essential gene
chrII	100364	101149	-	PRX1	<PRX1<	Mitochondrial peroxiredoxin (1-Cys Prx) with thioredoxin peroxidase activity%2C has a role in reduction of hydroperoxides%3B reactivation requires Trr2p and glutathione%3B induced during respiratory growth and oxidative stress%3B phosphorylated
chrII	101879	105214	+	KIP1	>KIP1>	Kinesin-related motor protein required for mitotic spindle assembly%2C chromosome segregation%2C and 2 micron plasmid partitioning%3B functionally redundant with Cin8p for chromosomal but not plasmid functions
chrII	105301	105681	+	YBL062W	>YBL062W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data
chrII	105309	107399	-	SKT5	<SKT5<	Activator of Chs3p (chitin synthase III)%2C recruits Chs3p to the bud neck via interaction with Bni4p%3B has similarity to Shc1p%2C which activates Chs3p during sporulation
chrII	107925	109988	+	YEL1	>YEL1>	Guanine nucleotide exchange factor specific for Arf3p%3B localized to the bud neck and tip%3B required for localization of Arf3p to the bud neck and tip
chrII	110118	110532	-	CMC2	<CMC2<	Protein of the mitochondrial intermembrane space with a role in respiratory chain complex assembly or maintenance%3B contains twin Cx9C motifs that can form coiled coil-helix-coiled-coil helix fold
chrII	110587	111237	+	YBL059W	>YBL059W>	Putative protein of unknown function%3B the authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies
chrII	111430	112701	+	SHP1	>SHP1>	UBX (ubiquitin regulatory X) domain-containing protein that regulates Glc7p phosphatase activity and interacts with Cdc48p%3B interacts with ubiquitylated proteins in vivo and is required for degradation of a ubiquitylated model substrate
chrII	112794	113420	-	PTH2	<PTH2<	One of two (see also PTH1) mitochondrially-localized peptidyl-tRNA hydrolases%3B negatively regulates the ubiquitin-proteasome pathway via interactions with ubiquitin-like ubiquitin-associated proteins%3B dispensable for cell growth
chrII	113755	115161	+	PTC3	>PTC3>	Type 2C protein phosphatase (PP2C)%3B dephosphorylates Hog1p (see also Ptc2p) to limit maximal kinase activity induced by osmotic stress%3B dephosphorylates T169 phosphorylated Cdc28p (see also Ptc2p)%3B role in DNA checkpoint inactivation
chrII	115566	116822	-	YBL055C	<YBL055C<	3'--%3E5' exonuclease and endonuclease with a possible role in apoptosis%3B has similarity to mammalian and C. elegans apoptotic nucleases
chrII	117582	119159	+	TOD6	>TOD6>	PAC motif binding protein involved in rRNA and ribosome biogenesis%3B subunit of the RPD3L histone deacetylase complex%3B Myb-like HTH transcription factor%2C similar to Dot6p%3B hypophosphorylated by rapamycin treatment in a Sch9p-dependent manne
chrII	119328	119702	+	YBL053W	>YBL053W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data
chrII	119372	121867	-	SAS3	<SAS3<	Histone acetyltransferase catalytic subunit of NuA3 complex that acetylates histone H3%2C involved in transcriptional silencing%3B homolog of the mammalian MOZ proto-oncogene%3B mutant has aneuploidy tolerance%3B sas3gcn5 double mutation is lethal
chrII	122746	124752	-	PIN4	<PIN4<	Protein involved in G2%2FM phase progression and response to DNA damage%2C interacts with Rad53p%3B contains an RNA recognition motif%2C a nuclear localization signal%2C and several SQ%2FTQ cluster domains%3B hyperphosphorylated in response to DNA damage
chrII	125118	126112	+	SEC17	>SEC17>	Peripheral membrane protein required for vesicular transport between ER and Golgi%2C the 'priming' step in homotypic vacuole fusion%2C and autophagy%3B stimulates the ATPase activity of Sec18p%3B has similarity to mammalian alpha-SNAP
chrII	126821	127237	+	MOH1	>MOH1>	Protein of unknown function%2C has homology to kinase Snf7p%3B not required for growth on nonfermentable carbon sources%3B essential for survival in stationary phase
chrII	127292	127603	+	RRT1	>RRT1>	Identified in a screen for mutants with increased levels of rDNA transcription%3B dubious open reading frame unlikely to encode a protein%2C based on experimental and comparative sequence data
chrII	127888	132033	-	EDE1	<EDE1<	Key endocytic protein involved in a network of interactions with other endocytic proteins%2C binds membranes in a ubiquitin-dependent manner%2C may also bind ubiquitinated membrane-associated proteins
chrII	132417	133742	+	PSY4	>PSY4>	Putative regulatory subunit of an evolutionarily conserved protein phosphatase%3B localization is cell-cycle dependent and regulated by Cdc28p phosphorylation%3B required for cisplatin resistance%3B homolog of mammalian R2
chrII	134136	135509	-	COR1	<COR1<	Core subunit of the ubiquinol-cytochrome c reductase complex (bc1 complex)%2C which is a component of the mitochondrial inner membrane electron transport chain
chrII	135991	136359	+	YBL044W	>YBL044W>	Putative protein of unknown function%3B YBL044W is not an essential protein
chrII	136681	137454	+	ECM13	>ECM13>	Non-essential protein of unknown function%3B induced by treatment with 8-methoxypsoralen and UVA irradiation
chrII	138334	140253	-	FUI1	<FUI1<	High affinity uridine permease%2C localizes to the plasma membrane%3B also mediates low but significant transport of the cytotoxic nucleoside analog 5-fluorouridine%3B not involved in uracil transport
chrII	141240	141965	+	PRE7	>PRE7>	Beta 6 subunit of the 20S proteasome
chrII	142105	142861	-	ERD2	<ERD2<	HDEL receptor%2C an integral membrane protein that binds to the HDEL motif in proteins destined for retention in the endoplasmic reticulum%3B has a role in maintenance of normal levels of ER-resident proteins
chrII	143386	143565	+	YBL039W-B	>YBL039W-B>	Putative protein of unknown function
chrII	143982	145721	-	URA7	<URA7<	Major CTP synthase isozyme (see also URA8)%2C catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP%2C forming CTP%2C the final step in de novo biosynthesis of pyrimidines%3B involved in phospholipid biosynthesis
chrII	144941	145024	-	YBL039C-A	<YBL039C-A<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B completely overlaps the verified ORF URA7%3B identified by expression profiling and mass spectrometry
chrII	146180	146878	+	MRPL16	>MRPL16>	Mitochondrial ribosomal protein of the large subunit
chrII	147202	150279	+	APL3	>APL3>	Alpha-adaptin%2C large subunit of the clathrin associated protein complex (AP-2)%3B involved in vesicle mediated transport
chrII	150440	151213	-	YBL036C	<YBL036C<	Putative non-specific single-domain racemase based on structural similarity%3B binds pyridoxal 5'-phosphate%3B expression of GFP-fusion protein induced in response to the DNA-damaging agent MMS
chrII	151486	153603	-	POL12	<POL12<	B subunit of DNA polymerase alpha-primase complex%2C required for initiation of DNA replication during mitotic and premeiotic DNA synthesis%3B also functions in telomere capping and length regulation
chrII	153841	158382	-	STU1	<STU1<	Component of the mitotic spindle that binds to interpolar microtubules via its association with beta-tubulin (Tub2p)%3B required for interpolar microtubules to provide an outward force on the spindle poles
chrII	158649	159686	-	RIB1	<RIB1<	GTP cyclohydrolase II%3B catalyzes the first step of the riboflavin biosynthesis pathway
chrII	160177	161322	+	HEK2	>HEK2>	RNA binding protein involved in the asymmetric localization of ASH1 mRNA%3B represses translation of ASH1 mRNA%2C an effect reversed by Yck1p-dependent phosphoryation%3B regulates telomere position effect and length%3B similarity to hnRNP-K
chrII	161691	162707	+	SHE1	>SHE1>	Mitotic spindle protein that interacts with components of the Dam1 (DASH) complex%2C its effector Sli15p%2C and microtubule-associated protein Bim1p%3B also localizes to nuclear microtubules and to the bud neck in a ring-shaped structure
chrII	163033	163989	-	PET9	<PET9<	Major ADP%2FATP carrier of the mitochondrial inner membrane%2C exchanges cytosolic ADP for mitochondrially synthesized ATP%3B also imports heme and ATP%3B phosphorylated%3B required for viability in many lab strains that carry a sal1 mutation
chrII	164480	164764	-	YBL029C-A	<YBL029C-A<	Protein of unknown function%3B green fluorescent protein (GFP)-fusion protein localizes to the cell periphery%3B has potential orthologs in Saccharomyces species and in Yarrowia lipolytica
chrII	166123	167253	+	YBL029W	>YBL029W>	Non-essential protein of unknown function
chrII	167507	167827	-	YBL028C	<YBL028C<	Protein of unknown function that may interact with ribosomes%3B green fluorescent protein (GFP)-fusion protein localizes to the nucleolus%3B predicted to be involved in ribosome biogenesis
chrII	168414	169367	+	RPL19B	>RPL19B>	Protein component of the large (60S) ribosomal subunit%2C nearly identical to Rpl19Ap and has similarity to rat L19 ribosomal protein%3B rpl19a and rpl19b single null mutations result in slow growth%2C while the double null mutation is lethal
chrII	170576	170991	+	LSM2	>LSM2>	Lsm (Like Sm) protein%3B part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p)%3A cytoplasmic Lsm1p complex involved in mRNA decay%3B nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA%2C snoRNA%2C and rRNA
chrII	171434	171871	+	RRN10	>RRN10>	Protein involved in promoting high level transcription of rDNA%2C subunit of UAF (upstream activation factor) for RNA polymerase I
chrII	172486	174534	+	NCL1	>NCL1>	S-adenosyl-L-methionine-dependent tRNA%3A m5C-methyltransferase%2C methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs%3B similar to Nop2p and human proliferation associated nucleolar protein p120
chrII	174866	177472	-	MCM2	<MCM2<	Protein involved in DNA replication%3B component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex
chrII	177820	181221	-	PIM1	<PIM1<	ATP-dependent Lon protease%2C involved in degradation of misfolded proteins in mitochondria%3B required for biogenesis and maintenance of mitochondria
chrII	181606	182040	-	HAP3	<HAP3<	Subunit of the heme-activated%2C glucose-repressed Hap2p%2F3p%2F4p%2F5p CCAAT-binding complex%2C a transcriptional activator and global regulator of respiratory gene expression%3B contains sequences contributing to both complex assembly and DNA binding
